Unnamed: 0,lt,sts,obj,cnt,nms,razm,obn,okn,classification
839,329100021821000039,Подача заявок,Поставка бумаги для печати,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОГРАНИЧНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ""","50 000,00 ₽",13.07.2021,19.07.2021,27.07.2021,Товар
840,329100018321000027,Подача заявок,Поставка бумаги для печати,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЕННЫЙ КОМИССАРИАТ ВОЛГОГРАДСКОЙ ОБЛАСТИ""","300 632,40 ₽",19.07.2021,19.07.2021,27.07.2021,Товар
841,829100002121000079,Подача заявок,"Выполнение работ по ремонту стерилизатора плазменного, универсального  «Пластер-100» Мед ТеКо для  ФГБУ  «413 ВГ» Минобороны России","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","238 390,93 ₽",16.07.2021,16.07.2021,26.07.2021,Работа
842,829100002121000078,Подача заявок,Выполнение работ по ремонту гематологического и биохимического анализаторов для ФГБУ  «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","208 223,10 ₽",16.07.2021,16.07.2021,26.07.2021,Работа
843,329100021821000040,Подача заявок,Поставка коммунального оборудования (насосов),"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОГРАНИЧНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ""","195 677,81 ₽",14.07.2021,14.07.2021,23.07.2021,Товар
844,329100018321000026,Подача заявок,Оказание услуг по обучению персонала по программе пожарно-технического минимума,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЕННЫЙ КОМИССАРИАТ ВОЛГОГРАДСКОЙ ОБЛАСТИ""","15 583,39 ₽",13.07.2021,13.07.2021,21.07.2021,Услуга
845,329100018321000025,Подача заявок,Поставка индикатора внутриглазного давления,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЕННЫЙ КОМИССАРИАТ ВОЛГОГРАДСКОЙ ОБЛАСТИ""","129 675,00 ₽",13.07.2021,13.07.2021,21.07.2021,Товар
846,329100018321000024,Подача заявок,"Оказание услуг по информационному сопровождению (обновлению) комплектов (экземпляров) справочной правовой системы ""Консультант Плюс"" установленных в подразделениях ФКУ ""Военный комиссариат Волгоградской области"" в 2021 году","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЕННЫЙ КОМИССАРИАТ ВОЛГОГРАДСКОЙ ОБЛАСТИ""","164 794,00 ₽",13.07.2021,13.07.2021,21.07.2021,Услуга
847,329100021821000038,Подача заявок,Комплексный капитальный ремонт внешней сети теплоснабжения,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОГРАНИЧНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ""","2 240 700,00 ₽",05.07.2021,05.07.2021,13.07.2021,Услуга
848,329100018321000023,Подача заявок,Поставка медицинского набора стоматологического одноразового стерильного,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЕННЫЙ КОМИССАРИАТ ВОЛГОГРАДСКОЙ ОБЛАСТИ""","86 330,00 ₽",22.06.2021,22.06.2021,30.06.2021,Товар
849,829100002121000077,Подача заявок,"Поставка медицинского оборудования для обеспечения работы поликлиники (пос. Октябрьский, Калачевский р-н, Волгоградская

обл.) ФГБУ«413 ВГ»  Минобороны России.","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","280 666,66 ₽",21.06.2021,21.06.2021,29.06.2021,Товар
850,829100002121000076,Подача заявок,"Выполнение работ по ремонту медицинского оборудования филиалов ФГБУ «413 ВГ»  Минобороны России: Филиала № 1 (г. Знаменск), Филиала № 3 (г. Астрахань), Филиала № 4 (г. Ахтубинск) Астраханской области.","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","1 009 299,99 ₽",21.06.2021,21.06.2021,29.06.2021,Работа
851,829100002121000075,Подача заявок,Поставка канцелярских товаров для обеспечения работы ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","148 497,84 ₽",10.06.2021,10.06.2021,21.06.2021,Товар
852,829100002121000074,Подача заявок,Поставка  канцелярских товаров для обеспечения работы ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","308 193,15 ₽",10.06.2021,10.06.2021,21.06.2021,Товар
853,829100002121000073,Подача заявок,Поставка  канцелярских товаров для обеспечения работы ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","128 559,76 ₽",10.06.2021,10.06.2021,21.06.2021,Товар
854,329100021821000037,Подача заявок,"Ремонт, техническое обслуживание  и поверка технических средств радиационного контроля","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОГРАНИЧНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ""","2 520 900,00 ₽",09.06.2021,09.06.2021,17.06.2021,Услуга
855,829100002121000072,Подача заявок,Поставка бумаги для офисной техники ФГБУ 413 ВГ Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","566 320,00 ₽",09.06.2021,09.06.2021,18.06.2021,Товар
856,829100002121000071,Подача заявок,Поставка лекарственного препарата (МНН: Альбумин человека) для обеспечения работы ФГБУ «413 ВГ» Минобороны России.,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","186 549,00 ₽",09.06.2021,09.06.2021,18.06.2021,Товар
857,329100021821000036,Подача заявок,Комплексный капитальный ремонт внешней сети теплоснабжения,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОГРАНИЧНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ""","2 240 700,00 ₽",31.05.2021,31.05.2021,09.06.2021,Услуга
858,329100018321000020,Подача заявок,"Оказание услуг по размещению рекламы ""Военная служба по контракту в ВС РФ - Твой выбор!"" на общественном транспорте в районных центрах Волгоградской области","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЕННЫЙ КОМИССАРИАТ ВОЛГОГРАДСКОЙ ОБЛАСТИ""","520 000,00 ₽",31.05.2021,31.05.2021,10.06.2021,Услуга
859,329100021821000035,Подача заявок,Техническое обслуживание  и текущий ремонт станций биологической очистки бытовых сточных вод,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОГРАНИЧНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ""","700 000,00 ₽",27.05.2021,27.05.2021,07.06.2021,Услуга
860,329100021821000034,Подача заявок,Поставка ремней для переноски и сумок для магазинов автомата Калашникова,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОГРАНИЧНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ""","60 000,00 ₽",27.05.2021,27.05.2021,07.06.2021,Товар
861,329100021821000033,Подача заявок,Техническое обслуживание  станции водоочистки,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОГРАНИЧНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ""","420 000,00 ₽",27.05.2021,27.05.2021,07.06.2021,Услуга
862,829100002121000064,Подача заявок,Поставка расходных медицинских материалов для обеспечения работы ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","530 023,95 ₽",25.05.2021,27.05.2021,04.06.2021,Товар
863,829100002121000070,Подача заявок,Поставка лекарственных препаратов для обеспечения работы ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","736 621,07 ₽",26.05.2021,26.05.2021,03.06.2021,Товар
864,829100002121000069,Подача заявок,Поставка лекарственных препаратов для обеспечения работы ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","915 394,00 ₽",26.05.2021,26.05.2021,03.06.2021,Товар
865,829100002121000068,Подача заявок,Поставка лекарственных препаратов для обеспечения работы ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","573 536,00 ₽",26.05.2021,26.05.2021,03.06.2021,Товар
866,829100002121000067,Подача заявок,Поставка лекарственных препаратов для обеспечения работы ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","897 445,30 ₽",26.05.2021,26.05.2021,03.06.2021,Товар
867,829100002121000066,Подача заявок,Поставка лекарственного препарата (МНН: Депротеинизированный гемодериват крови телят) для обеспечения работы ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","2 038 794,50 ₽",26.05.2021,26.05.2021,03.06.2021,Товар
868,829100002121000065,Подача заявок,"Поставка реагентов для обеспечения работы Филиала № 4 (Астраханская область, г. Ахтубинск) ФГБУ «413 ВГ» Минобороны России","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","644 177,09 ₽",25.05.2021,25.05.2021,02.06.2021,Товар
869,829100002121000063,Подача заявок,Поставка средств для энтерального питания для обеспечения работы ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","402 000,00 ₽",25.05.2021,25.05.2021,02.06.2021,Товар
870,829100002121000062,Подача заявок,Поставка лекарственных препаратов для обеспечения работы ФГБУ «413 ВГ» Минобороны России.,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","815 325,00 ₽",24.05.2021,24.05.2021,01.06.2021,Товар
871,829100002121000061,Подача заявок,Поставка лекарственных препаратов для обеспечения работы ФГБУ «413 ВГ» Минобороны России.,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","985 454,00 ₽",24.05.2021,24.05.2021,01.06.2021,Товар
872,829100002121000060,Подача заявок,Поставка лекарственных препаратов для обеспечения работы ФГБУ «413 ВГ» Минобороны России.,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","587 436,00 ₽",24.05.2021,24.05.2021,01.06.2021,Товар
873,829100002121000059,Подача заявок,"Поставка

лекарственного препарата (МНН: Надропарин кальция) для обеспечения работы ФГБУ «413 ВГ» Минобороны России.","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","918 995,00 ₽",24.05.2021,24.05.2021,01.06.2021,Товар
874,829100002121000058,Подача заявок,Поставка лекарственных препаратов  для обеспечения работы ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","792 023,70 ₽",21.05.2021,21.05.2021,31.05.2021,Товар
875,829100002121000057,Подача заявок,Поставка лекарственных препаратов  для обеспечения работы ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","974 611,50 ₽",21.05.2021,21.05.2021,31.05.2021,Товар
876,329100018321000019,Подача заявок,"Оказание услуг по размещению рекламы на радио ""Военная служба по контракту в ВС РФ - Твой выбор!""","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЕННЫЙ КОМИССАРИАТ ВОЛГОГРАДСКОЙ ОБЛАСТИ""","436 666,65 ₽",20.05.2021,20.05.2021,28.05.2021,Услуга
877,829100002121000056,Подача заявок,Поставка  расходного медицинского материала для нейрохирургического отделения ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","320 000,00 ₽",20.05.2021,20.05.2021,28.05.2021,Товар
878,829100002121000055,Подача заявок,Поставка  расходного медицинского материала для нейрохирургического отделения ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","1 006 197,20 ₽",20.05.2021,20.05.2021,28.05.2021,Товар
879,829100002121000054,Подача заявок,Поставка  расходного медицинского имущества для нейрохирургического и хирургических отделений ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","926 237,20 ₽",20.05.2021,20.05.2021,28.05.2021,Товар
880,829100002121000053,Подача заявок,"Поставка  лекарственного препарата  (МНН:ЦЕПЭГИНТЕРФЕРОН АЛЬФА-2B) для обеспечения работы Филиала № 4 (Астраханская область, г. Ахтубинск) ФГБУ «413 ВГ» Минобороны России","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","233 080,32 ₽",18.05.2021,18.05.2021,26.05.2021,Товар
881,829100002121000052,Подача заявок,Поставка лекарственного препарата (МНН: Альбумин человека) для обеспечения работы ФГБУ «413 ВГ» Минобороны России.,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","186 549,00 ₽",18.05.2021,18.05.2021,26.05.2021,Товар
882,829100002121000051,Подача заявок,Поставка лекарственного препарата (МНН: Эноксапарин натрия) для обеспечения работы ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","289 854,70 ₽",18.05.2021,18.05.2021,26.05.2021,Товар
883,829100002121000050,Подача заявок,Поставка лекарственного препарата (МНН: Азитромицин)  для обеспечения работы ФГБУ «413 ВГ» Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","778 230,00 ₽",18.05.2021,18.05.2021,26.05.2021,Товар
884,829100002121000049,Подача заявок,"Поставка  микроскопа медицинского для обеспечения работы Филиала № 4 (Астраханская область, г. Ахтубинск) ФГБУ «413 ВГ»  Минобороны России","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","67 666,67 ₽",28.04.2021,28.04.2021,17.05.2021,Товар
885,829100002121000048,Подача заявок,"Поставка  комплекса суточного мониторирования ЭКГ и АД для обеспечения работы Филиала № 4 (Астраханская область, г. Ахтубинск,) ФГБУ «413 ВГ»  Минобороны России.","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","320 166,67 ₽",28.04.2021,28.04.2021,17.05.2021,Товар
886,329100018321000018,Подача заявок,"Оказание услуг по размещению рекламы на телевидение ""Военная служба по контракту в ВС РФ - Твой выбор!""","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЕННЫЙ КОМИССАРИАТ ВОЛГОГРАДСКОЙ ОБЛАСТИ""","255 000,00 ₽",28.04.2021,28.04.2021,11.05.2021,Услуга
887,829100002121000047,Подача заявок,"Поставка  реагентов для автоматических анализаторов SmartLyte и ХР-300 для обеспечения работы ФГБУ «413 ВГ» Минобороны России, Филиала № 3 (г. Астрахань) ФГБУ «413 ВГ» Минобороны России","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","4 139 896,24 ₽",27.04.2021,27.04.2021,14.05.2021,Товар
888,829100002121000046,Подача заявок,Поставка расходных лабораторных материалов для автоматических анализаторов SAT-450 и SmartLyte ФГБУ 413 ВГ Минобороны России.,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","478 603,01 ₽",27.04.2021,27.04.2021,14.05.2021,Товар
889,829100002121000045,Подача заявок,Поставка  реагентов и расходных материалов для анализаторов Sysmex CA-660 и XN-350 ФГБУ «413 ВГ» Минобороны России.,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","2 596 463,35 ₽",27.04.2021,27.04.2021,14.05.2021,Товар
890,829100002121000044,Подача заявок,Поставка  реагентов для автоматического анализатора SAT-450 ФГБУ «413 ВГ» Минобороны России.,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","1 872 036,09 ₽",27.04.2021,27.04.2021,14.05.2021,Товар
891,829100002121000043,Подача заявок,Поставка  средств для энтерального питания для обеспечения работы ФГБУ «413 ВГ» Минобороны России.,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","89 485,20 ₽",26.04.2021,26.04.2021,14.05.2021,Товар
892,329100021821000032,Подача заявок,"Техническое

  обслуживание и текущий ремонт 













систем вентиляции и кондиционирования воздуха","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОГРАНИЧНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ""","350 000,00 ₽",23.04.2021,23.04.2021,11.05.2021,Услуга
893,329100021821000031,Подача заявок,Поставка посуды,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОГРАНИЧНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ""","90 000,00 ₽",23.04.2021,23.04.2021,25.05.2021,Товар
894,829100002121000042,Подача заявок,Поставка расходных медицинских материалов для обеспечения работы ФГБУ «413 ВГ»  Минобороны России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""413 ВОЕННЫЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","2 197 704,00 ₽",20.04.2021,20.04.2021,28.04.2021,Товар
